"codigo","TUSS","TUSSxRol","procedimento","RN","Vigencia","OD","AMB","HCO","HSO","PAC","DUT","subgrupo","grupo","capitulo"
30501024,"Abscesso ou hematoma de septo nasal - drenagem sob anestesia geral","SIM","ABSCESSO OU HEMATOMA DE SEPTO NASAL - DRENAGEM COM OU SEM ANESTESIA GERAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501040,"Alongamento de columela","SIM","ALONGAMENTO DE COLUMELA EM PACIENTES COM LESÕES LABIO-PALATAIS",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501059,"Biópsia de nariz","SIM","BIÓPSIA DE NARIZ",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501067,"Corneto inferior - cauterização linear - unilateral","SIM","CORNETO INFERIOR - CAUTERIZAÇÃO LINEAR E/OU INFILTRAÇÃO MEDICAMENTOSA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501075,"Corneto inferior - infiltração medicamentosa (unilateral)","SIM","CORNETO INFERIOR - CAUTERIZAÇÃO LINEAR E/OU INFILTRAÇÃO MEDICAMENTOSA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501083,"Corpos estranhos - retirada em consultório (nariz)","SIM","RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501091,"Corpos estranhos - retirada sob anestesia geral / hospital (nariz)","SIM","RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501113,"Epistaxe - cauterização (qualquer técnica)","SIM","CAUTERIZAÇÃO DE EPISTAXE COM OU SEM MICROSCOPIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501121,"Epistaxe - cauterização da artéria esfenopalatina com microscopia - unilateral","SIM","CAUTERIZAÇÃO DE EPISTAXE COM OU SEM MICROSCOPIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501130,"Epistaxe - cauterização das artérias etmoidais com microscopia - unilateral","SIM","CAUTERIZAÇÃO DE EPISTAXE COM OU SEM MICROSCOPIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501148,"Epistaxe - ligadura das artérias etmoidais - acesso transorbitário - unilateral","SIM","EPISTAXE - LIGADURA DAS ARTÉRIAS ETMOIDAIS",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501156,"Epistaxe - tamponamento antero-posterior","SIM","EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501164,"Epistaxe - tamponamento anterior","SIM","EPISTAXE - TAMPONAMENTO ANTERIOR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501172,"Epistaxe - tamponamento antero-posterior sob anestesia geral","SIM","EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501180,"Exérese de tumor com abordagem craniofacial oncológica (tempo facial) pirâmide nasal","SIM","EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL) PIRÂMIDE NASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501199,"Exérese de tumor nasal por vídeo-endoscópico","SIM","EXÉRESE DE TUMOR NASAL POR VIA ENDOSCOPICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501202,"Fechamento de fístula liquórica transnasal","SIM","FECHAMENTO DE FÍSTULA LIQUÓRICA TRANSNASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501210,"Fístula liquórica - tratamento cirúrgico por vídeo-endoscópico intranasal","SIM","FÍSTULA LIQUÓRICA - TRATAMENTO CIRÚRGICO ENDOSCÓPICO",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501229,"Fraturas dos ossos nasais - redução cirúrgica e gesso","SIM","FRATURAS DOS OSSOS NASAIS - REDUÇÃO CIRÚRGICA E GESSO",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501237,"Fraturas dos ossos nasais - redução incruenta e gesso","SIM","FRATURAS DOS OSSOS NASAIS - REDUÇÃO INCRUENTA E GESSO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501245,"Imperfuração coanal - correção cirúrgica intranasal","SIM","IMPERFURAÇÃO COANAL - CORREÇÃO CIRURGICA INTRANASAL POR VIDEOENDOSCOPIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501253,"Imperfuração coanal - correção cirúrgica transpalatina","SIM","IMPERFURAÇÃO COANAL - CORREÇÃO CIRÚRGICA INTRANASAL OU TRANSPALATINA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501261,"Ozena - tratamento cirúrgico","SIM","OZENA - TRATAMENTO CIRÚRGICO",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501270,"Perfuração do septo nasal - correção cirúrgica","SIM","PERFURAÇÃO DO SEPTO NASAL - CORREÇÃO CIRÚRGICA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501288,"Polipectomia - unilateral (nariz)","SIM","POLIPECTOMIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501296,"Reconstrução de unidade anatômica do nariz - por estágio","SIM","RECONSTRUÇÃO NASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501300,"Reconstrução total de nariz - por estágio","SIM","RECONSTRUÇÃO NASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501318,"Ressecção de tumores malignos transnasais","SIM","RESSECÇÃO DE TUMORES MALIGNOS TRANSNASAIS",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501326,"Rinectomia parcial","SIM","RINECTOMIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501334,"Rinectomia total","SIM","RINECTOMIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501342,"Rinoplastia reparadora","SIM","RINOSSEPTOPLASTIA FUNCIONAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501350,"Rinosseptoplastia funcional","SIM","RINOSSEPTOPLASTIA FUNCIONAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501369,"Septoplastia (qualquer técnica sem vídeo)","SIM","SEPTOPLASTIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501377,"Sinéquia nasal - ressecção unilateral - qualquer técnica","SIM","RESSECÇÃO DE SINÉQUIAS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501385,"Tratamento cirúrgico da atresia narinária","SIM","TRATAMENTO CIRÚRGICO DA ATRESIA NARINÁRIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501393,"Tratamento cirúrgico de deformidade nasal congênita","SIM","TRATAMENTO CIRÚRGICO DE DEFORMIDADE NASAL CONGÊNITA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501407,"Tratamento cirúrgico do rinofima","SIM","TRATAMENTO CIRÚRGICO DO RINOFIMA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501415,"Tratamento cirúrgico reparador do nariz em sela","SIM","RINOSSEPTOPLASTIA FUNCIONAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501423,"Tratamento de deformidade traumática nasal","SIM","TRATAMENTO DE DEFORMIDADE TRAUMÁTICA NASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501431,"Tumor intranasal - exérese por rinotomia lateral","SIM","TUMOR INTRANASAL - EXÉRESE POR RINOTOMIA LATERAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501440,"Tumor intranasal - exérese por via transnasal","SIM","TUMOR INTRANASAL - EXÉRESE POR VIA TRANSNASAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501458,"Turbinectomia ou turbinoplastia - unilateral","SIM","TURBINECTOMIA OU TURBINOPLASTIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501466,"Turbinoplastia por radiofrequência","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30501474,"Corpos estranhos - retirada sob anestesia geral / hospital (nariz) - por videoendoscopia","SIM","RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL POR VIDEOENDOSCOPIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501482,"Epistaxe - cauterização da artéria esfenopalatina com microscopia - unilateral por videoendoscopia","SIM","EPISTAXE - CAUTERIZAÇÃO DA ARTÉRIA ESFENOPALATINA COM OU SEM MICROSCOPIA POR VIDEOENDOSCOPIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"NARIZ","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501490,"Imperfuração coanal - correção cirúrgica intranasal por videoendoscopia","SIM","LABIRINTECTOMIA (MEMBRANOSA OU ÓSSEA) - SEM AUDIÇÃO",NA,NA,NA,NA,"HCO","HSO",NA,NA,"ORELHA INTERNA","PROCEDIMENTOS GERAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30501504,"Ozena - tratamento cirúrgico por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30501512,"Perfuração do septo nasal - correção cirúrgica por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30501520,"Rinosseptoplastia funcional por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30501539,"Septoplastia por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30501547,"Fratura de osso próprio de nariz - tratamento conservador","SIM","TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"PROCEDIMENTOS GERAIS","SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502012,"Angiofibroma - ressecção transmaxilar e/ou transpalatina","SIM","RESSECÇÃO DE ANGIOFIBROMA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502020,"Antrostomia maxilar intranasal","SIM","ANTROSTOMIA MAXILAR INTRANASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502020,"Antrostomia maxilar intranasal","SIM","ANTROSTOMIA MAXILAR, ETMOIDECTOMIA (ABERTURA DE TODAS AS CAVIDADES PARANASAIS)",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502039,"Artéria maxilar interna - ligadura transmaxilar","SIM","ARTÉRIA MAXILAR INTERNA - LIGADURA TRANSMAXILAR",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502047,"Cisto naso-alveolar e globular - exérese","SIM","EXÉRESE DE CISTO NASO-ALVEOLAR E GLOBULAR",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502063,"Descompressão transetmoidal do canal óptico","SIM","DESCOMPRESSÃO TRANSETMOIDAL DO CANAL ÓPTICO",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502071,"Etmoidectomia externa","SIM","ETMOIDECTOMIA EXTERNA OU INTRANASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502071,"Etmoidectomia externa","SIM","ANTROSTOMIA MAXILAR, ETMOIDECTOMIA (ABERTURA DE TODAS AS CAVIDADES PARANASAIS)",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502080,"Etmoidectomia intranasal","SIM","ETMOIDECTOMIA EXTERNA OU INTRANASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502080,"Etmoidectomia intranasal","SIM","ANTROSTOMIA MAXILAR, ETMOIDECTOMIA (ABERTURA DE TODAS AS CAVIDADES PARANASAIS)",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502098,"Exérese de tumor com abordagem craniofacial oncológica seios...(tempo facial)","SIM","EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL)",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502101,"Exérese de tumor de seios paranasais por via endoscopica","SIM","EXÉRESE DE TUMOR DE SEIOS PARANASAIS POR VIA ENDOSCOPICA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502110,"Fístula oro-antral - tratamento cirúrgico","SIM","TRATAMENTO CIRÚRGICO - FÍSTULA OROANTRAL OU ORONASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502128,"Fístula oronasal - tratamento cirúrgico","SIM","TRATAMENTO CIRÚRGICO - FÍSTULA OROANTRAL OU ORONASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502136,"Maxilectomia incluindo exenteração de órbita","SIM","MAXILECTOMIA COM OU SEM EXENTERAÇÃO DE ÓRBITA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502144,"Maxilectomia parcial","SIM","RESSECÇÃO DO MAXILAR SUPERIOR E RECONSTRUÇÃO À CUSTA DE RETALHOS",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502144,"Maxilectomia parcial","SIM","RESSECÇÃO DO MESO E INFRA-ESTRUTURA DO MAXILAR SUPERIOR",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502152,"Maxilectomia total","SIM","MAXILECTOMIA COM OU SEM EXENTERAÇÃO DE ÓRBITA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502160,"Pólipo antro-coanal de Killiam - exérese","SIM","EXÉRESE - PÓLIPO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502179,"Punção maxilar transmeática ou via fossa canina","SIM","PUNÇÃO MAXILAR TRANSMEÁTICA OU VIA FOSSA CANINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502187,"Ressecção de tumor benigno","SIM","RESSECÇÃO DE TUMOR BENIGNO",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502195,"Biópsia de seios paranasais - qualquer via","SIM","BIOPSIA - SEIOS PARANASAIS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502209,"Sinusectomia maxilar - via endonasal","SIM","SINUSECTOMIA MAXILAR OU ETMOIDAL OU ESFENOIDAL OU FRONTAL ENDOSCÓPICA OU POR MICROSCOPIA, VIA ENDONASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502217,"Sinusectomia frontal com retalho osteoplástico ou via coronal","SIM","SINUSECTOMIA FRONTAL COM RETALHO OSTEOPLÁSTICO OU VIA CORONAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502225,"Sinusectomia fronto-etmoidal por via externa","SIM","SINUSECTOMIA FRONTO-ETMOIDAL POR VIA EXTERNA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502233,"Sinusectomia maxilar - via oral (Caldwell-Luc)","SIM","SINUSECTOMIA MAXILAR CALDWELL-LUC",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502241,"Sinusectomia transmaxilar (Ermiro de Lima)","SIM","SINUSECTOMIA TRANSMAXILAR - ERMIRO DE LIMA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502250,"Sinusotomia esfenoidal","SIM","SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502268,"Sinusotomia frontal intranasal","SIM","SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502276,"Sinusotomia frontal via externa","SIM","SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502292,"Antrostomia maxilar intranasal por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30502306,"Artéria maxilar interna - ligadura transmaxilar por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30502314,"Etmoidectomia intranasal por videoendoscopia","SIM","ETMOIDECTOMIA INTRANASAL POR VIDEOENDOSCOPIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502322,"Sinusectomia maxilar - via endonasal por videoendoscopia","SIM","SINUSECTOMIA MAXILAR OU ETMOIDAL OU ESFENOIDAL OU FRONTAL ENDOSCÓPICA OU POR MICROSCOPIA, VIA ENDONASAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"SEIOS PARANASAIS","NARIZ E SEIOS PARANASAIS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30502349,"Sinusotomia esfenoidal por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30502357,"Sinusotomia frontal intranasal por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30502365,"Sinusotomia frontal intranasal com balão por videoendoscopia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30601010,"Correção de deformidades da parede torácica","SIM","CORREÇÃO DE DEFORMIDADES DA PAREDE TORÁCICA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"PAREDE TORÁCICA","PAREDE TORÁCICA","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30601029,"Costectomia","SIM","COSTECTOMIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"PAREDE TORÁCICA","PAREDE TORÁCICA","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30601037,"Esternectomia subtotal","SIM","ESTERNECTOMIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"PAREDE TORÁCICA","PAREDE TORÁCICA","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30601045,"Esternectomia total","SIM","ESTERNECTOMIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"PAREDE TORÁCICA","PAREDE TORÁCICA","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30601053,"Fechamento de pleurostomia","SIM","FECHAMENTO DE PLEUROSTOMIA",NA,NA,NA,NA,"HCO","HSO",NA,NA,"PAREDE TORÁCICA","PAREDE TORÁCICA","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30601070,"Mobilização de retalhos musculares ou do omento","SIM","MOBILIZAÇÃO DE RETALHOS MUSCULARES OU DO OMENTO",NA,NA,NA,NA,"HCO","HSO",NA,NA,"PAREDE TORÁCICA","PAREDE TORÁCICA","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
30601088,"Plumbagem extrafascial","SIM","PLUMBAGEM EXTRAFASCIAL",NA,NA,NA,NA,"HCO","HSO",NA,NA,"PAREDE TORÁCICA","PAREDE TORÁCICA","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
